                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                       1                                      491                  4.0999999999999996E+000                  1.9599999999999999E-002                  1.0000000000000001E-005                  1.0000000000000001E-005                  4.0295705449678171E+003                  2.9117055085591014E+003                  1.1087025181276363E+002                 -1.0771615491922793E+001                  7.0120000000000016E-001                  2.9712499150421086E-005                  2.7917028750084960E-001                  3.3727751791918564E-003                  9.8799535012132470E-004                  9.1732402941786979E-003                  2.0574712687674024E-003                  4.0999999999999153E+000                 -8.4798367596958941E-009                  2.8749199999999417E+000                  1.2182124651672406E-004                  1.1445981787534611E+000                  1.3828378234686335E-002                  4.0507809354973527E-003                  3.7610285206131945E-002                  8.4356322019461839E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0998921933684898E+000                  1.1024144457386095E+002                  4.0998687524256150E+000                  1.1012610928926142E+002                  5.7725033552031275E+006                  1.2223195849517792E+003                  1.4081094355001781E+007                  3.5218921499612086E-022                  3.5218921499612095E-022                  0.0000000000000000E+000                  1.4089899459028231E-023                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1558149984000005E+002                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-macos-20.4.1"                                 "CRMATH"                               "20220413" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80 
                                    zone                                     logT                                   logRho                                     logP                                     logR                               luminosity                                     logL                                 velocity                                  entropy                         conv_mixing_type                                   csound                             v_div_csound                                  v_div_r                                      eta                                       mu                                    logdq                                 dq_ratio                                        q                                   radius                              temperature                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                    grada                                   free_e                                     abar                                       ye                              log_opacity                                  eps_nuc                              non_nuc_neu                                 eps_grav                        mlt_mixing_length                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                    pressure_scale_height                                    gradT                                    gradr                                  dlnd_dt                                  dlnT_dt                                     mass                                     mmid                                    logxq                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                ni56_co56                                co56_fe56                                    other                          gradr_sub_grada                                     logQ 
                                       1                  3.6052587646917580E+000                 -8.4275076266511899E+000                  2.9846979496156489E+000                  2.0448150339160245E+000                  2.9117055085591014E+003                  3.4641474480876795E+000                  0.0000000000000000E+000                  2.1333483419828333E+001                                        0                  6.5294519363328023E+005                 -4.0800053219193427E-001                  0.0000000000000000E+000                 -1.9045029460068005E+001                  1.2904390783463731E+000                 -1.2301029995663958E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.1087025181276363E+002                  4.0295705579718747E+003                  6.6666666666666663E-001                 -1.7609125905568127E-001                  9.6537922737234226E+002                  9.9931123853881487E-001                  2.9843987212533931E+000                  3.9242340928109398E-001                  2.9571947925617409E-003                  1.2950057653075102E+000                  8.5060495208319153E-001                 -2.1995964667506289E+000                  5.4986873361492487E-028                  0.0000000000000000E+000                  1.1449321691179818E+006                  5.6518734571312569E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603705976689392E-001                  1.2504306403459994E-001                  1.2504306403459994E-001                  2.9307594463979005E-006                 -9.5610172643381254E-007                  4.0999999999999153E+000                  4.0999999999988903E+000                 -9.8999999999999986E+001                  7.0120000000000005E-001                  2.9712499150421079E-005                  2.7917028750084960E-001                  3.3727751791918568E-003                  9.8799535012132470E-004                  9.1732402941786979E-003                  2.0574712687674024E-003                  4.0085179077406687E-003                  5.4986873361492487E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6738034524649401E-001                 -3.6380251560347059E+000 
                                       2                  3.6052587745014648E+000                 -8.4275075579988190E+000                  2.9846980280662669E+000                  2.0448150338339377E+000                  2.9117055073438191E+003                  3.4641474479064147E+000                  0.0000000000000000E+000                  2.1333483324382328E+001                                        0                  6.5294520155697281E+005                 -4.0800052515459967E-001                  0.0000000000000000E+000                 -1.9045029335871412E+001                  1.2904390782998107E+000                 -1.1522878745280314E+001                  1.6666666666666660E-001                  9.9999999999949996E-001                  1.1087025179180787E+002                  4.0295706489905447E+003                  6.6666670108599513E-001                 -1.7609123663349519E-001                  9.6537940175771314E+002                  9.9931123860100213E-001                  2.9843987997310379E+000                  3.9242341053518659E-001                  2.9571947925624053E-003                  1.2950057653075100E+000                  8.5060495208319187E-001                 -2.1995963787103707E+000                  5.4986882054217608E-028                  0.0000000000000000E+000                  1.1449442849174119E+006                  5.6518734732137749E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603706877432827E-001                  1.2504306921657315E-001                  1.2504306921657315E-001                  2.9308191729409016E-006                 -9.5609319205861946E-007                  4.0999999999978654E+000                  4.0999999999917156E+000                 -1.2301029995663958E+001                  7.0120000000000016E-001                  2.9712499150421089E-005                  2.7917028750084960E-001                  3.3727751791918577E-003                  9.8799535012132492E-004                  9.1732402941786997E-003                  2.0574712687674028E-003                  4.0085179077406696E-003                  5.4986882054217608E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6738034024367691E-001                 -3.6380251070017486E+000 
                                       3                  3.6052588021788563E+000                 -8.4275073643011371E+000                  2.9846982494090075E+000                  2.0448150333414086E+000                  2.9117055000520445E+003                  3.4641474468188123E+000                  0.0000000000000000E+000                  2.1333483055088305E+001                                        0                  6.5294522391310812E+005                 -4.0800047828756630E-001                  0.0000000000000000E+000                 -1.9045028985459773E+001                  1.2904390781684394E+000                 -1.1162727297497677E+001                  4.3636363636363551E-001                  9.9999999999650002E-001                  1.1087025166607101E+002                  4.0295709057932754E+003                  6.6666690760200842E-001                 -1.7609110210037549E-001                  9.6537989377358087E+002                  9.9931123877645878E-001                  2.9843990211500304E+000                  3.9242341407352860E-001                  2.9571947925643438E-003                  1.2950057653075100E+000                  8.5060495208319187E-001                 -2.1995961303111522E+000                  5.4986906580117676E-028                  0.0000000000000000E+000                  1.1449440785500710E+006                  5.6518736790060547E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603709370091179E-001                  1.2504313171301684E-001                  1.2504313171301684E-001                  2.9308178319717928E-006                 -9.5609338342219264E-007                  4.0999999999855650E+000                  4.0999999999714722E+000                 -1.1455931955649701E+001                  7.0120000000000016E-001                  2.9712499150421011E-005                  2.7917028750084960E-001                  3.3727751791918451E-003                  9.8799535012132470E-004                  9.1732402941787101E-003                  2.0574712687673993E-003                  4.0085179077406670E-003                  5.4986906580117676E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6738027989710905E-001                 -3.6380249686588506E+000 
                                       4                  3.6052588669930294E+000                 -8.4275069107057643E+000                  2.9846987677428363E+000                  2.0448150322127012E+000                  2.9117054833417342E+003                  3.4641474443263913E+000                  0.0000000000000000E+000                  2.1333482424464133E+001                                        0                  6.5294527626611292E+005                 -4.0800037103362402E-001                  0.0000000000000000E+000                 -1.9045028164876705E+001                  1.2904390778607970E+000                 -1.0789146634685084E+001                  4.2307692307692402E-001                  9.9999999998962497E-001                  1.1087025137792531E+002                  4.0295715071670834E+003                  6.6666738086814481E-001                 -1.7609079379528908E-001                  9.6538104596265123E+002                  9.9931123918733722E-001                  2.9843995396624248E+000                  3.9242342235952515E-001                  2.9571947925688771E-003                  1.2950057653075100E+000                  8.5060495208319187E-001                 -2.1995955486173258E+000                  5.4986964014171543E-028                  0.0000000000000000E+000                  1.1449438430588632E+006                  5.6518741506137566E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603715211941682E-001                  1.2504327493403997E-001                  1.2504327493403997E-001                  2.9308159155103837E-006                 -9.5609365667971631E-007                  4.0999999999573777E+000                  4.0999999999240657E+000                 -1.0984011894615847E+001                  7.0120000000000016E-001                  2.9712499150421072E-005                  2.7917028750084960E-001                  3.3727751791918521E-003                  9.8799535012132449E-004                  9.1732402941787049E-003                  2.0574712687674002E-003                  4.0085179077406687E-003                  5.4986964014171543E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6738014160289292E-001                 -3.6380246446918232E+000 
                                       5                  3.6052589738489429E+000                 -8.4275061628878145E+000                  2.9846996222918705E+000                  2.0448150295448499E+000                  2.9117054438446435E+003                  3.4641474384352158E+000                  0.0000000000000000E+000                  2.1333481384789323E+001                                        0                  6.5294536257793847E+005                 -4.0800011713728090E-001                  0.0000000000000000E+000                 -1.9045026812027285E+001                  1.2904390773536014E+000                 -1.0660051938305626E+001                  7.4285714285714233E-001                  9.9999999997337496E-001                  1.1087025069685440E+002                  4.0295724986224518E+003                  6.6666849949870244E-001                 -1.7609006507406344E-001                  9.6538294551764557E+002                  9.9931123986472803E-001                  2.9844003945058488E+000                  3.9242343602025431E-001                  2.9571947925763602E-003                  1.2950057653075102E+000                  8.5060495208319176E-001                 -2.1995945896101725E+000                  5.4987058702694191E-028                  0.0000000000000000E+000                  1.1449434547965166E+006                  5.6518752653240662E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603724692412757E-001                  1.2504361345648524E-001                  1.2504361345648524E-001                  2.9308127558640233E-006                 -9.5609410718368984E-007                  4.0999999998907528E+000                  4.0999999998459087E+000                 -1.0574710383553183E+001                  7.0120000000000005E-001                  2.9712499150421086E-005                  2.7917028750084966E-001                  3.3727751791918573E-003                  9.8799535012132492E-004                  9.1732402941787014E-003                  2.0574712687674028E-003                  4.0085179077406696E-003                  5.4987058702694191E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6737981472564581E-001                 -3.6380241105857003E+000 
                                       6                  3.6052591402641201E+000                 -8.4275049982568380E+000                  2.9847009531436250E+000                  2.0448150259535169E+000                  2.9117053906755004E+003                  3.4641474305047892E+000                  0.0000000000000000E+000                  2.1333479765630575E+001                                        0                  6.5294549699822289E+005                 -4.0799977554819133E-001                  0.0000000000000000E+000                 -1.9045024705139578E+001                  1.2904390765637033E+000                 -1.0425968732272258E+001                  5.8333333333333415E-001                  9.9999999995150002E-001                  1.1087024978002952E+002                  4.0295740426949155E+003                  6.6667000535087695E-001                 -1.7608908410293334E-001                  9.6538590384110762E+002                  9.9931124091967294E-001                  2.9844017258160753E+000                  3.9242345729522526E-001                  2.9571947925880037E-003                  1.2950057653075100E+000                  8.5060495208319187E-001                 -2.1995930960785399E+000                  5.4987206168303467E-028                  0.0000000000000000E+000                  1.1449428501585734E+006                  5.6518767658983665E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603739562338376E-001                  1.2504406915983465E-001                  1.2504406915983465E-001                  2.9308078352359911E-006                 -9.5609480878445527E-007                  4.0999999998010654E+000                  4.0999999997241900E+000                 -1.0314258261397713E+001                  7.0120000000000016E-001                  2.9712499150421089E-005                  2.7917028750084960E-001                  3.3727751791918573E-003                  9.8799535012132492E-004                  9.1732402941787014E-003                  2.0574712687674024E-003                  4.0085179077406687E-003                  5.4987206168303467E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6737937469856687E-001                 -3.6380232787850773E+000 
                                       7                  3.6052594030255634E+000                 -8.4275031593746572E+000                  2.9847030544803133E+000                  2.0448150197969648E+000                  2.9117052995284480E+003                  3.4641474169097797E+000                  0.0000000000000000E+000                  2.1333477209081707E+001                                        0                  6.5294570924140548E+005                 -4.0799918964381915E-001                  0.0000000000000000E+000                 -1.9045021378497303E+001                  1.2904390753164872E+000                 -1.0249877473216577E+001                  6.6666666666666552E-001                  9.9999999991400002E-001                  1.1087024820833456E+002                  4.0295764807111818E+003                  6.6667258682068309E-001                 -1.7608740243747301E-001                  9.6539057487841183E+002                  9.9931124258535498E-001                  2.9844038278766591E+000                  3.9242349088747286E-001                  2.9571947926063970E-003                  1.2950057653075102E+000                  8.5060495208319176E-001                 -2.1995907378806518E+000                  5.4987439008425641E-028                  0.0000000000000000E+000                  1.1449418954632301E+006                  5.6518793383190399E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603762950479466E-001                  1.2504485036572693E-001                  1.2504485036572693E-001                  2.9308000658197535E-006                 -9.5609591656773151E-007                  4.0999999996473155E+000                  4.0999999995320033E+000                 -1.0065501548756409E+001                  7.0120000000000005E-001                  2.9712499150421086E-005                  2.7917028750084966E-001                  3.3727751791918577E-003                  9.8799535012132492E-004                  9.1732402941786997E-003                  2.0574712687674033E-003                  4.0085179077406696E-003                  5.4987439008425641E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6737862036639737E-001                 -3.6380219654257839E+000 
                                       8                  3.6052598234453801E+000                 -8.4275002171855711E+000                  2.9847064165981481E+000                  2.0448150105621714E+000                  2.9117051628079821E+003                  3.4641473965172818E+000                  0.0000000000000000E+000                  2.1333473118647568E+001                                        0                  6.5294604883199930E+005                 -4.0799831125294383E-001                  0.0000000000000000E+000                 -1.9045016055926475E+001                  1.2904390733209194E+000                 -1.0028028723600221E+001                  5.9999999999999976E-001                  9.9999999985775001E-001                  1.1087024585080101E+002                  4.0295803815542640E+003                  6.6667645904655559E-001                 -1.7608487993770550E-001                  9.6539804853872374E+002                  9.9931124525039516E-001                  2.9844071911527039E+000                  3.9242354463551848E-001                  2.9571947926358270E-003                  1.2950057653075102E+000                  8.5060495208319176E-001                 -2.1995869647897721E+000                  5.4987811551835336E-028                  0.0000000000000000E+000                  1.1449403679725903E+006                  5.6518831969678764E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603800486650826E-001                  1.2504602217491384E-001                  1.2504602217491384E-001                  2.9307876348821109E-006                 -9.5609768899282905E-007                  4.0999999994166902E+000                  4.0999999992245026E+000                 -9.8469477249328676E+000                  7.0120000000000005E-001                  2.9712499150421096E-005                  2.7917028750084966E-001                  3.3727751791918581E-003                  9.8799535012132492E-004                  9.1732402941787014E-003                  2.0574712687674033E-003                  4.0085179077406696E-003                  5.4987811551835336E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6737748886807616E-001                 -3.6380198640763304E+000 
                                       9                  3.6052604365613563E+000                 -8.4274959265429228E+000                  2.9847113196407009E+000                  2.0448149951709542E+000                  2.9117049349408435E+003                  3.4641473625298276E+000                  0.0000000000000000E+000                  2.1333467153530137E+001                                        0                  6.5294654407195596E+005                 -4.0799684682480286E-001                  0.0000000000000000E+000                 -1.9045008293971534E+001                  1.2904390704106659E+000                 -9.9030899869919189E+000                  7.4999999999999967E-001                  9.9999999976400000E-001                  1.1087024192160533E+002                  4.0295860703252638E+003                  6.6668291281277814E-001                 -1.7608067576722133E-001                  9.6540894762823291E+002                  9.9931124913679714E-001                  2.9844120958842630E+000                  3.9242362301917683E-001                  2.9571947926787679E-003                  1.2950057653075102E+000                  8.5060495208319153E-001                 -2.1995814624208849E+000                  5.4988354842530420E-028                  0.0000000000000000E+000                  1.1449381404374733E+006                  5.6518896280936798E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.0603854868066391E-001                  1.2504797519125183E-001                  1.2504797519125183E-001                  2.9307695067845915E-006                 -9.5610027368725763E-007                  4.0999999990323159E+000                  4.0999999987760649E+000                 -9.6270879970298697E+000                  7.0120000000000005E-001                  2.9712499150421082E-005                  2.7917028750084960E-001                  3.3727751791918568E-003                  9.8799535012132470E-004                  9.1732402941786979E-003                  2.0574712687674024E-003                  4.0085179077406687E-003                  5.4988354842530420E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6737560303726310E-001                 -3.6380167996656354E+000 
